label,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20
0,0.18471017479896545,0.49692708253860474,0.24808011949062347,0.5341271162033081,0.31660279631614685,0.5519765615463257,0.384820818901062,0.566310703754425,0.45249930024147034,0.5679100751876831,0.299452006816864,0.41229671239852905,0.27549126744270325,0.5722182989120483,0.27061858773231506,0.559609591960907,0.27686744928359985,0.5189608335494995,0.2309226244688034,0.3840729594230652,0.21063998341560364,0.5918664932250977,0.21405088901519775,0.5624002814292908,0.22289052605628967,0.5045505166053772,0.16875407099723816,0.38663727045059204,0.15625973045825958,0.5784957408905029,0.15968798100948334,0.5499268770217896,0.16855531930923462,0.49110332131385803,0.11020168662071228,0.40257155895233154,0.10876870155334473,0.5430209636688232,0.11580419540405273,0.5279992818832397,0.11884407699108124,0.4817163944244385
1,0.14611506462097168,0.6627805233001709,0.2204192876815796,0.6420832276344299,0.274383544921875,0.5516554117202759,0.24087511003017426,0.4737772047519684,0.181466206908226,0.46008729934692383,0.27235299348831177,0.418719619512558,0.2950226664543152,0.311382919549942,0.293161004781723,0.3384384512901306,0.27738624811172485,0.40182894468307495,0.2231907844543457,0.3915618062019348,0.22843508422374725,0.2624869644641876,0.23020939528942108,0.29204457998275757,0.22695481777191162,0.36058348417282104,0.18010631203651428,0.38703638315200806,0.1792001575231552,0.27051597833633423,0.183511421084404,0.29107216000556946,0.18370535969734192,0.3480586111545563,0.13839739561080933,0.3974820375442505,0.13286374509334564,0.3130108714103699,0.13963362574577332,0.30797433853149414,0.14558646082878113,0.336997389793396
2,0.16648462414741516,0.7451278567314148,0.2288157045841217,0.7290504574775696,0.2768459618091583,0.663304328918457,0.276346355676651,0.5829231142997742,0.24216337502002716,0.5250400900840759,0.29439496994018555,0.5299489498138428,0.3074474632740021,0.4542981684207916,0.2803584933280945,0.5126158595085144,0.2666859030723572,0.5633566379547119,0.24793148040771484,0.5061893463134766,0.24752329289913177,0.45129114389419556,0.22667105495929718,0.5427117347717285,0.2219913750886917,0.5969310402870178,0.20394176244735718,0.49311012029647827,0.20267534255981445,0.43284720182418823,0.196339949965477,0.521097719669342,0.19584956765174866,0.5880997180938721,0.16292844712734222,0.4869939982891083,0.17291292548179626,0.3914209008216858,0.1765289008617401,0.32964348793029785,0.18387408554553986,0.27453121542930603
4,0.20407065749168396,0.8230857849121094,0.2628931701183319,0.7910449504852295,0.29374757409095764,0.717370867729187,0.2621329426765442,0.646223247051239,0.22514708340168,0.5973109006881714,0.2945123016834259,0.58244389295578,0.3019706904888153,0.4745785892009735,0.2964777648448944,0.4099944233894348,0.28909677267074585,0.3542332649230957,0.2519272565841675,0.560736358165741,0.25429922342300415,0.4363413155078888,0.25242361426353455,0.3525293469429016,0.2508320212364197,0.28933730721473694,0.2121647596359253,0.5681846737861633,0.20406143367290497,0.4677343964576721,0.20317348837852478,0.476034939289093,0.20110462605953217,0.5073811411857605,0.17461702227592468,0.5925144553184509,0.16931095719337463,0.5216692090034485,0.17186766862869263,0.5148698687553406,0.17351818084716797,0.5294190049171448
0,0.1330820918083191,0.35795146226882935,0.19720304012298584,0.3753089904785156,0.27034831047058105,0.3427770733833313,0.3293335437774658,0.30861684679985046,0.3855333924293518,0.2784661650657654,0.24601346254348755,0.19469575583934784,0.21839278936386108,0.3286513388156891,0.2145974040031433,0.35623812675476074,0.22274722158908844,0.32466015219688416,0.18459467589855194,0.16571474075317383,0.1574578881263733,0.3420332372188568,0.1651819497346878,0.3539472818374634,0.17666718363761902,0.3051782548427582,0.12863905727863312,0.17043772339820862,0.10643601417541504,0.3284386098384857,0.1167379841208458,0.33192306756973267,0.12776418030261993,0.2794763147830963,0.07566764205694199,0.19028322398662567,0.06272152066230774,0.2967952787876129,0.07689791172742844,0.30396997928619385,0.08792811632156372,0.2678300440311432
0,0.13927261531352997,0.3505246937274933,0.2058279812335968,0.36825287342071533,0.2782232165336609,0.33589068055152893,0.3352952003479004,0.30365628004074097,0.39063048362731934,0.2739320993423462,0.2522786855697632,0.186677485704422,0.22526736557483673,0.3216444253921509,0.22131386399269104,0.35193729400634766,0.22957730293273926,0.3205674886703491,0.19020295143127441,0.15978792309761047,0.1648673266172409,0.33569207787513733,0.17103508114814758,0.34936055541038513,0.18178437650203705,0.29871147871017456,0.1339748203754425,0.16522763669490814,0.11314859241247177,0.3237495422363281,0.12276964634656906,0.328985333442688,0.13338422775268555,0.2770147919654846,0.08088093996047974,0.1843004822731018,0.06827326118946075,0.28934019804000854,0.08102837204933167,0.2984890639781952,0.09049296379089355,0.26466506719589233
0,0.139341801404953,0.3530973494052887,0.20558398962020874,0.3696538805961609,0.2783721089363098,0.33636003732681274,0.3359694182872772,0.3030661642551422,0.3917577266693115,0.273458331823349,0.2522072494029999,0.18702462315559387,0.22532770037651062,0.3222726583480835,0.22111037373542786,0.3525282144546509,0.22930249571800232,0.32132524251937866,0.19051715731620789,0.15982164442539215,0.16508910059928894,0.3352924883365631,0.17121776938438416,0.34993231296539307,0.18169358372688293,0.3011772632598877,0.13447460532188416,0.16497021913528442,0.11342189460992813,0.3220255374908447,0.12296811491250992,0.3280123174190521,0.1332164704799652,0.2769579291343689,0.08144574612379074,0.18429796397686005,0.06920300424098969,0.28748559951782227,0.0821974128484726,0.2966247797012329,0.09176654368638992,0.26319289207458496
0,0.14059142768383026,0.34980231523513794,0.2065635323524475,0.3677769899368286,0.2786593735218048,0.3351348042488098,0.33650684356689453,0.3027266561985016,0.3924103379249573,0.27328354120254517,0.2530570924282074,0.1872902512550354,0.22545908391475677,0.3223559856414795,0.22151587903499603,0.35182809829711914,0.22971506416797638,0.3207934498786926,0.19117078185081482,0.16016629338264465,0.16560649871826172,0.33465930819511414,0.1718931347131729,0.3485356569290161,0.18262073397636414,0.3002237379550934,0.13510143756866455,0.16524174809455872,0.11410141736268997,0.3207450211048126,0.12339607626199722,0.3260210156440735,0.1336049735546112,0.2753497362136841,0.08213197439908981,0.18451252579689026,0.06965553760528564,0.285792738199234,0.08153973519802094,0.29397714138031006,0.09017819166183472,0.2602255940437317
0,0.14284834265708923,0.35105565190315247,0.20915013551712036,0.36773476004600525,0.2812512516975403,0.3365935683250427,0.3375896215438843,0.3036104738712311,0.39276033639907837,0.27407121658325195,0.25675541162490845,0.186255544424057,0.23022662103176117,0.3247259259223938,0.22512347996234894,0.3499617874622345,0.23164761066436768,0.3173885643482208,0.19418375194072723,0.1597568392753601,0.16909100115299225,0.33781105279922485,0.1762804090976715,0.343497097492218,0.18673312664031982,0.2923533618450165,0.1376068890094757,0.16582635045051575,0.11734834313392639,0.32536834478378296,0.12741315364837646,0.3245711326599121,0.1379341185092926,0.271541953086853,0.08417993783950806,0.18604415655136108,0.07219652831554413,0.29257649183273315,0.08655146509408951,0.2958510220050812,0.09763531386852264,0.25835588574409485
0,0.14735016226768494,0.34474390745162964,0.21428713202476501,0.36073315143585205,0.28868335485458374,0.33536455035209656,0.3482913374900818,0.3050033450126648,0.4028860330581665,0.2784692943096161,0.2644692361354828,0.18334728479385376,0.2406894415616989,0.32282155752182007,0.23823827505111694,0.3338973820209503,0.24548891186714172,0.3004320561885834,0.20187664031982422,0.16141027212142944,0.18007980287075043,0.3422032296657562,0.18792489171028137,0.33267468214035034,0.1965089738368988,0.2813192307949066,0.14494435489177704,0.1702967882156372,0.12708771228790283,0.3278772830963135,0.1370733380317688,0.3187447190284729,0.14545953273773193,0.26915445923805237,0.09074918925762177,0.19246670603752136,0.08194507658481598,0.2958486080169678,0.09449473768472672,0.2925575077533722,0.10290253907442093,0.25500476360321045
0,0.14979209005832672,0.3407744765281677,0.2144022434949875,0.3588232100009918,0.2878949046134949,0.3336227536201477,0.3482667803764343,0.30678778886795044,0.40499261021614075,0.27929121255874634,0.2661662995815277,0.18456298112869263,0.24100570380687714,0.3270670771598816,0.23811836540699005,0.3327060341835022,0.2457861453294754,0.29748019576072693,0.2024640291929245,0.16180020570755005,0.17947956919670105,0.3433215022087097,0.18579527735710144,0.32867497205734253,0.19435936212539673,0.2779749631881714,0.1449151337146759,0.17047318816184998,0.12625634670257568,0.32871758937835693,0.13516855239868164,0.31333857774734497,0.14467830955982208,0.26193666458129883,0.09032978117465973,0.19234207272529602,0.081241175532341,0.29726865887641907,0.094981350004673,0.2876247763633728,0.10599694401025772,0.24561376869678497
0,0.15017041563987732,0.34083813428878784,0.2150851935148239,0.35885584354400635,0.2887710928916931,0.33363473415374756,0.34863102436065674,0.3063998818397522,0.4051555395126343,0.27896276116371155,0.2662680149078369,0.18394380807876587,0.24073907732963562,0.3263716399669647,0.23842336237430573,0.3319116532802582,0.24659982323646545,0.29691460728645325,0.20256783068180084,0.16178381443023682,0.17949339747428894,0.3432903587818146,0.1861777901649475,0.3282839357852936,0.19471049308776855,0.278068870306015,0.14503860473632812,0.17105969786643982,0.12649574875831604,0.32860469818115234,0.1355862319469452,0.31281569600105286,0.14512041211128235,0.2617824971675873,0.0903928130865097,0.19343605637550354,0.08159217238426208,0.2970046401023865,0.09546777606010437,0.28687578439712524,0.10653041303157806,0.24524524807929993
0,0.1686234027147293,0.3407495617866516,0.23673458397388458,0.3581410050392151,0.3107413053512573,0.3359091281890869,0.3703518807888031,0.31720060110092163,0.42298632860183716,0.29578548669815063,0.2826995551586151,0.19280770421028137,0.26286327838897705,0.3088375926017761,0.2560373842716217,0.3224075436592102,0.25722336769104004,0.2984817922115326,0.22102169692516327,0.17899852991104126,0.20699487626552582,0.31935951113700867,0.20840708911418915,0.3197125494480133,0.20935505628585815,0.289929062128067,0.1629595160484314,0.19132867455482483,0.1544564962387085,0.3042830526828766,0.16053280234336853,0.3077765703201294,0.1657584011554718,0.2834802269935608,0.10717694461345673,0.2146286964416504,0.10709968954324722,0.27435845136642456,0.11616338789463043,0.2806577980518341,0.1223117858171463,0.26572245359420776
0,0.17314839363098145,0.34221771359443665,0.23834539949893951,0.35591650009155273,0.3107426166534424,0.33349940180778503,0.37032103538513184,0.31383413076400757,0.424293577671051,0.2939046025276184,0.28484365344047546,0.19267001748085022,0.26603299379348755,0.3089376986026764,0.2607232332229614,0.3204556405544281,0.260415256023407,0.29655781388282776,0.22157545387744904,0.1796894669532776,0.20645511150360107,0.3122919201850891,0.2074740082025528,0.3144456744194031,0.2065834254026413,0.2925226390361786,0.1633196771144867,0.1928120106458664,0.15349920094013214,0.2983724772930145,0.15988998115062714,0.30214378237724304,0.16575267910957336,0.2821108400821686,0.10876739025115967,0.21763494610786438,0.10680501163005829,0.27261871099472046,0.11793727427721024,0.27906596660614014,0.12664008140563965,0.26705610752105713
0,0.205719456076622,0.31290411949157715,0.26880985498428345,0.336926132440567,0.3396313190460205,0.3314514458179474,0.3992930054664612,0.326405793428421,0.4519196152687073,0.3084554076194763,0.31615984439849854,0.20053577423095703,0.2908806800842285,0.32847538590431213,0.28381818532943726,0.3256787955760956,0.2858913242816925,0.29157453775405884,0.2539556622505188,0.18778184056282043,0.23350951075553894,0.3418304920196533,0.23796232044696808,0.31934866309165955,0.24193763732910156,0.27572014927864075,0.1962072253227234,0.19670917093753815,0.18097051978111267,0.32898223400115967,0.18914663791656494,0.3082256317138672,0.19810758531093597,0.2653878331184387,0.1402181088924408,0.21472470462322235,0.13352712988853455,0.2929239571094513,0.14590686559677124,0.28125500679016113,0.15835070610046387,0.24983908236026764
